provider|filename|objects|description
AAO|uks013a.jpg|1316,1317,1365,1369,1373,1375,1374,1378,1379,1380,1380,1381,1392,1386,1387,1382,1389,1396,1399,1404,1408|Galaxies can be separated by their appearance into two broad groups, spirals and ellipticals. An example of a spiral galaxy, NGC 1365, is seen near the centre of this picture. In contrast, most of the galaxies in this cluster are ellipticals, which contain little or no gas or evidence of star formation; indeed they are composed millions of rather old, yellowish stars. Unlike many of the stars in spiral systems, those in ellipticals have orbits which are not confined to a narrow plane, so the galaxy can have a shape anywhere between a perfect sphere and an American football. This kind of galaxy is the most common type in the photograph as it is in all of the nearby Universe. The picture also illustrates another distinctive property of ellipticals, their gregarious nature - they congregate in clusters, like this group of galaxies in Fornax, 60 million light years distant. This wide field version of the image used for UKS 13 also shows us another, less common kind of galaxy. In the lower right corner is NGC 1316-17. This is interacting pair of galaxies is one of the strongest nearby radio galaxies, known as Fornax A. Finally, in the opposite corner is a bright yellow (K5) 4.5 magnitude star in the adjoining constellation of Eridanus. We also have a much deeper images of several of these galaxies that shows that they are much bigger than appear on the colour pictures.

AAO|uks031.jpg|4305,4306,4374,4387,4388,4402,4406,4407,4413,4425,4435,4436,4438,4443,4486|The nearest moderately rich cluster of galaxies lies in the direction of Virgo. The richest part of the cluster is centred on the giant elliptical galaxies M84 and M86 which dominate this picture. However, the dynamical centre of the cluster is M87, to the lower left (south east) of this picture. On deep images, M87 is seen to be over half a degree long and somewhat distorted, suggesting recent merger activity, which is not surprising in such a relatively crowded environment. The whole cluster is receding with an average velocity of over 1000 km per second but there is sufficient variation around that value to suggest that it may be composed of more than one cloud of galaxies which is probably elongated along our line of sight. This image shows most of the 'chain' of galaxies (curving to upper left) noted by the Armenian astronomer B. E. Markarian in the 1970s. Click here for bigger colour image, and here for a much deeper image of the cluster.

AAO|aat012.jpg|6514|Stars, the Sun included, were born within clouds of dusty gas such as the Trifid Nebula in Sagittarius. Measuring some forty light years across, this nebula contains enough material to make many thousands of suns. Within it a number of young hot stars have already formed. The hottest cause the gas in their immediate vicinity, which is mostly hydrogen, to emit its characteristic red light. Around the red emission nebula the gas contains many dust grains which preferentially reflect the blue component of starlight, and to the north (top) of the nebula can be seen a bright star which illuminates part of the dust to create a region of blue reflection. it In some parts of the nebula there are so many dust grains that they hide the glowing gas, producing the three dark lanes which give the object its name, trifid meaning split into three parts. 

AAO|aat012a.jpg|6514|Stars, the Sun included, were born within clouds of dusty gas such as the Trifid Nebula in Sagittarius. Measuring some forty light years across, this nebula contains enough material to make many thousands of suns. Within it a number of young hot stars have already formed. The hottest cause the gas in their immediate vicinity, which is mostly hydrogen, to emit its characteristic red light. Around the red emission nebula the gas contains many dust grains which preferentially reflect the blue component of starlight, and to the north (top) of the nebula can be seen a bright star which illuminates part of the dust to create a region of blue reflection. it In some parts of the nebula there are so many dust grains that they hide the glowing gas, producing the three dark lanes which give the object its name, trifid meaning split into three parts.

AAO|aat069.jpg|6514|The spectacular Trifid nebula (Messier 20) is one of the best known in the sky and it is in a rich star-field inSagittarius. It is a striking mixture of brilliant red light emitted from excited hydrogen gas and the soft blue glow of a reflection nebula. The blue arises from starlight, scattered by dust particles between the stars. The size of the particles is minute, similar to those of smoke, which also has a bluish hue. However, the scattered light is not a pure blue, and if we see it through a medium that is yellow (i.e. absorbs blue light) some green colouration remains. This effect can be seen in some of the darker parts of the faint reflection nebula that surrounds the Trifid, where partial absorption of light by foreground dust provides a yellow 'filter', producing shades of green. This image has been photographically enhanced using an unsharp mask. 

AAO|aat069a.jpg|6514|The spectacular Trifid nebula (Messier 20) is one of the best known in the sky, and is in a rich starfield in Sagittarius. It is a striking mixture of brilliant red light emitted from excited hydrogen gas and the soft blue glow of a reflection nebula. The blue arises from starlight, scattered by dust particles between the stars. The size of the particles is minute, similar to those of smoke, which also has a bluish hue. However, the scattered light is not a pure blue, and if we see it through a medium that is yellow (i.e. absorbs blue light) some green colouration remains. This effect can be seen in some of the darker parts of the faint reflection nebula that surrounds the Trifid, where partial absorption of light by foreground dust provides a yellow 'filter', producing shades of green. This image has been photographically enhanced using an unsharp mask.

AAO|aat031.jpg|6523|At the heart of the Lagoon Nebula in Sagittarius lies the tiny Hourglass Nebula. This extremely bright object is associated with the blue star immediately to the right (west) of the Hourglass. This star is named Herschel 36 after its discoverer. John Herschel described M8 as 'A noble nebula' and 'a fine and complicated nebula', but he was clearly intrigued by the Hourglass which he compared to the nucleus of the Andromeda nebula, M31 as 'decidedly not stellar'. The tiny bright nebula that captures Herschel's attention is energised partly by the bright star H36 and partly by a star which, for the present, remains hidden in the pinched waist of the Hourglass. The obscured star is only visible in infrared light which can penetrate the thick clouds of dust seen over much of the Lagoon Nebula and clearly evident in a recent Hubble Space Telescope photograph. These stars are probably less than 10,000 years old, about as old as the Hourglass itself, and are evidence of recent star-formation in this very dusty and active region. 

AAO|aat031a.jpg|6530|At the heart of the Lagoon Nebula in Sagittarius lies the diminutive Hourglass Nebula. This extremely bright object is associated with the blue star alongside it, named Herschel 36 after its discoverer. Herschel described M8 as 'A noble nebula' and 'a fine and complicated nebula', but he was clearly intrigued by the Hourglass which he compared to the nucleus of the Andromeda nebula, M31 as 'decidedly not stellar'. Surrounding the Hourglass is an extensive emission nebula, popularly known as the 'Lagoon' nebula in allusion to the sinuous dark lane winding through it. The dusty division seems to separate the Hourglass nebula from a scattered open cluster, NGC 6530, at left of the picture here. It seems likely that the cluster is evidence of an earlier bout of star formation here, which has now spread westwards, into the Hourglass region. The cluster formed about 10 million years ago and is 5000 light years distant 

AAO|uks005.jpg|6523,6530|The irregular distribution of light in this beautiful part of the sky is due mainly to clouds of dust that dim the light of vast clouds of stars that make Sagittarius one of the brightest parts of the Milky Way. The Lagoon nebula is an illuminated part of such a dark ('molecular') cloud and it reveals the dust as dark lanes and globules silhouetted against the luminous gas. Within the nebula is the scattered young star cluster NGC 6530, recently formed from this material, though the centre of star-forming activity has now shifted westwards from the cluster to the brightest part of the nebula, around the tiny Hourglass Nebula. The Lagoon nebula is clearly visible to the unaided eye on southern winter nights, in a dark part of the Milky Way close to the great star clouds in Sagittarius.

AAO|uks026.jpg|6559|The dust clouds of the Milky Way are mostly dark, as is evident from a normal camera view of this part of the sky. The dark clouds contain gas and dust and are tightly constrained to the plane of the Milky Way. The dust hosts simple compounds that have condensed on the tiny grains and these molecules can be detected by radio telescopes. However, here and there stars have formed from the molecular clouds, lighting up the darkness. The brightest nebulae here are M20 (top) and M8 (lower centre) can be seen with the unaided eye in Sagittarius, and were catalogued by Charles Messier over 200 years ago.

AAO|uks026a.jpg|6559|The dust clouds of the Milky Way are mostly dark, as is evident from a normal camera view of this part of the sky. The dark clouds contain gas and dust and are tightly constrained to the plane of the Milky Way. The dust hosts simple compounds that have condensed on the tiny grains and these molecules can be detected by radio telescopes. However, here and there stars have formed, lighting up the darkness. The brightest nebulae here are M20 (top) and M8 (lower centre) can be seen with the unaided eye in Sagittarius, and were catalogued by Charles Messier over 200 years ago.

AAO|uks022.jpg|6589,6590|The French astronomer Charles Messier (1730-1817) listed over 100 objects he saw as nebulous to avoid confusing them with comets, which were his main interest. Three of Messier's objects appear in this picture. A little below the bright red emission nebula M17 at the upper centre of the picture is M18, a group of faint stars which is only conspicuous because, like M17, it is set in a relatively dark region of the Milky Way. The rich cloud of stars more or less in the middle of the photograph was listed by Messier as number 24 in his catalogue and it contains the open cluster NGC 6603, while towards the bottom of this field is a small group of nebulosities that Messier either did not see or which he considered to be too faint to interfere with his comet seeking. These are the two blue reflection nebulae NGC 6589-90 and the emission nebulae IC 1283-4.

AAO|uks023.jpg|2024|This wide-angle picture of the Orion region has been made to reveal the extensive network of very faint filaments which are traceable over most of the constellation. These faint features are optical evidence of a substantial dark cloud of molecular gas and dust which are detectable at radio wavelengths. Where hot stars are closely associated with the molecular cloud such as this, a bright nebula appears. By far the most conspicuous of these is the Orion Nebula, M42. This spectacular object is so bright that its light is reflected from filaments of the dark cloud some distance away. In contrast, the wisps of the Horsehead Nebula are much fainter but even here faint tendrils of nebulosity show that the nebula is much more extensive than is generally realised. All these objects are about 1350 light years distant. 

AAO|uks008.jpg|1976|Many other, much larger nebulae than M42 in Orion are known, but none offers us so intimate a view of a nearby stellar nursery. To the eye, the nebula appears as a misty patch around the central star of the line of three which form Orion's sword. Binoculars or a modest telescope will show that these three 'stars' are loose groups of several individuals, but in this long exposure photograph they are lost in the central brightness. The central group of stars, the Trapezium cluster, is responsible for producing the nebula. It is the high concentration of dust and gas in this part of the sky which has resulted in the formation of the stars, so the Orion nebula is no random association of bright stars and dusty gas. At a distance of about 1500 light years, the Orion nebula is one the nearest and by far the brightest star-forming region. Like all the images on these pages, this picture was made from three black and white glass negatives. Some care has been taken to ensure that the colours seen here are realistic. 

AAO|aat019a.jpg|1976,1982|This image is a slightly wider view than AAT 19. The Orion Nebula is famous for a number of reasons. It is the nearest bright nebula to us and can be seen with the naked eye. Its brightness led to it being the first nebula ever photographed (in 1882) and its proximity (1350 light years) means that we know more about it than any other star-forming region. It is also in a very active stage of star formation and it is perfectly placed for us to explore the intimate details of the birth of stars. The inner regions are glowing mainly in the red light of excited hydrogen, which together with some green emission from oxygen give the centre of the nebula a yellowish colour. The energy for this spectacular display comes from the small cluster of stars in the brightest part of the nebula. Three, five-minute exposures were used to make this picture, which covers a slightly wider field than AAT 19. An unsharp mask was used during the copying stage. 

AAO|aat029.jpg|1976|The central 'star' of the three groups forming the asterism of Orion's Sword is in reality a nebula, and is clearly nebulous to the unaided eye when seen under a dark sky. At the heart of the most luminous nebulosity shimmer a handful of stars known as the Trapezium cluster, visible in binoculars. These are the brightest members of a substantial cluster of stars, most of which are still hidden in the dusty recesses of the Orion nebula against which they are seen. The stars of the Trapezium provide much of the energy which makes the brilliant Orion Nebula visible and are at a distance of about 1350 light years. This image was made with three, 30-second exposures at the prime focus of the the Anglo-Australian Telescope, using a process that involved an unsharp mask. The three associated images (AAT 29a) and (AAT 29b) are made from the same AAT plates, and show how the basic data can be presented in different ways using unsharp masks with different characteristics. 

AAO|aat036.jpg|2023|This curious dark nebula is one of the best-known images in astronomy, probably because of its chance likeness to a recognisable form. The horse-head shape is an extension of a large cloud of dust which fills the lower part (east) of the picture and hides the light of stars beyond. The outer surface of the dusty gas (IC 434) runs roughly north-south and is illuminated by sigma Orionis (off the top of the picture) which causes the hydrogen there to fluoresce, outlining the horse-head shape. Though conspicuous here, the Horsehead is very difficult to see visualy, even with a large telescope. A bright star is partially enveloped in the dust cloud and its scattered light is seen as the large, irregular blue reflection nebula, NGC 2023. All these objects are about 1350 light years distant. 

AAO|aat036a.jpg|2023|This curious dark nebula is one of the best-known images in astronomy, probably because of its chance likeness to a recognisable form. The horse-head shape is an extension of a large cloud of dust which fills the lower part (east) of the picture and hides the light of stars beyond. The outer surface of the dusty gas (IC 434) runs roughly north-south and is illuminated by sigma Orionis (off the top of the picture) which causes the hydrogen there to fluoresce, outlining the horse-head shape. The diffuse haze to the left of the image (north) is scattered light from the bright star zeta Orionis. Though conspicuous here, the Horsehead is very difficult to see visually, even with a large telescope. A bright star is partially enveloped in the dust cloud and its scattered light is seen as the large, irregular blue reflection nebula, NGC 2023. All these objects are about 1350 light years distant in the constellation of Orion.

AAO|uks001.jpg|2024|This distinctive red emission nebula (IC 434) is the result of radiation from sigma Orionis interacting with the surface of a dusty cloud of gas from which projects the dark shape of the head of a horse. Sigma is the second brightest star in the picture and is at about the same distance from the Sun as the nebula. The brightest star here is zeta Orionis, easily visible to the unaided eye as the easternmost star in the line of three which form Orion's Belt. Partly obscured by the glare of zeta is the curious yellowish nebula NGC 2024, whose energy comes from stars hidden in the dark lane, while other nebulae simply reflect the light of embedded hot stars and appear blue. All the nebulous objects and the dark cloud of dust that hides distant stars are about 1350 light years away.

AAO|uks029.jpg|2261,2264|The western end of the large constellation of Monoceros is crossed by the Galactic plane and so is rich in the ingredients of star formation. Only five degrees south (not shown) is the beautiful Rosette nebula, also close to the Galactic plane. The picture here is not particularly beautiful, but it is full of interest and variety. To the east (left) is the outline of the dark Cone nebula with its distinctive bright tip, apparently pointing to the brightest star in the photograph, S Monocerotis at the top (north) of the photograph. All around is faint nebulosity, hinting at star formation in the region. Around the dusty red nebula there are areas where the light from background stars is blocked out by dust which is unlit. At the lower center of the picture is Hubble's variable nebula (NGC 2261), a young star in a dusty cocoon, while at right is a large, old, open cluster of stars, Trumpler 5. 

AAO|aat013.jpg|2264|The Cone nebula is part of an enormous cloud of hydrogen and tiny solid particles assocaited with the loose open cluster, NGC 2264 in the equatorial constellation of Monoceros. More of this region is seen in image AAT 14. Within and around this cloud are many recently formed stars, some completely hidden within the dense interstellar matter. They can be detected by special infra-red techniques which are able to penetrate the obscuration. The largest of the dust clouds is the curious straight-sided feature which gives this object its name. 

AAO|aat014.jpg|2264|The region around the 4.7 magnitude star S Mon is a fascinating mixture of red fluorescent hydrogen and dark, obscuring dust lanes. Some dust patches are close enough to bright stars to reflect light from them; these appear blue for the same reason that the day-time sky is blue - because some of the interstellar particles preferentially scatter blue light. Some of the wispy tendrils of nebulosity are Herbig-Haro objects, jets of matter ejected from newly-formed stars still hidden within the nebula. About 250 stars have been recognised as members of NGC 2264 which is in Monoceros at a distance of about 2700 light years.

AAO|aat014a.jpg|2264|The region around the 4.7 magnitude star S Mon is a fascinating mixture of red fluorescent hydrogen and dark, obscuring dust lanes. Some dust patches are close enough to bright stars to reflect light from them; these appear blue for the same reason that the day-time sky is blue - because some of the interstellar particles preferentially scatter blue light. Some of the wispy tendrils of nebulosity are Herbig-Haro objects, jets of matter ejected from newly-formed stars still hidden within the nebula. About 250 stars have been recognised as members of NGC 2264 which is in Monoceros at a distance of about 2700 light years. 

AAO|aat014b.jpg|2264|The region around the 4.7 magnitude star S Mon is a fascinating mixture of red fluorescent hydrogen and dark, obscuring dust lanes. Some dust patches are close enough to bright stars to reflect light from them; these appear blue for the same reason that the day-time sky is blue - because some of the interstellar particles preferentially scatter blue light. The dust is mixed with gas and this affects the appearance of the emission nebulae, giving some of the faintest a curious 'fox fur' texture in this enhanced photograph. About 250 stars have been recognised as members of NGC 2264 which is at a distance of about 2700 light years.

AAO|uks009.jpg|2244|The Rosette Nebula exhibits a striking circular symmetry which gives it the appearance of a partly opened rose, an allusion further enhanced by the rich red hues seen in this colour photograph. The colours here are real, but the eye is insensitive to the colour of faint light, so they remain unseen by the human eye, even with the largest telescopes. Near the centre of the nebula is a cluster of blue stars catalogued as NGC 2244. These stars are responsible for making the nebula visible and for creating the hollowed-out central cavity. This cluster of stars formed in darkness from the gas and traces of dust which now surrounds it, less than a million years ago. NGC 2244 is thus very young on the cosmic timescale, but its existence, along with many others in the Milky Way, is vivid evidence that our Galaxy is actively producing stars. The gas and dust at the centre of the nebula have been forced away from the bright stars by radiation pressure and the intense stellar wind which is often associated with very hot stars, forming a hollow centred on the cluster. This will gradually expand and dissipate until the stars are free from nebulosity. Perhaps eventually there will be a young open cluster in Monoceros looking like the young open cluster NGC 3293. 

AAO|aat035.jpg|2244|In the hollowed-out centre of the Rosette nebula lies NGC 2244, the cluster of young stars recently formed there. The cluster has itself created the cavity, radiation pressure and stellar winds from the stars blowing the gas and dust away from the young cluster. The hottest (and brightest) members of the group are seen as distinctly blue on this photograph, a colour corresponding to a surface temperature around 20,000K which may be compared with the Sun's 5500K. The nebula and its cluster is at a distance of about 4500 light years in Monoceros, and shows many streaks and globules of dust, remnants of the cloud from which the stars formed.

AAO|aat035a.jpg|2244|In the hollowed-out centre of the Rosette nebula in Monoceros lies NGC 2244, the cluster of young stars recently formed there. The cluster has itself created the cavity, radiation pressure and stellar winds from the stars blowing the gas and dust away from the young cluster. The hottest (and brightest) members of the group are seen as distinctly blue on this photograph, a colour corresponding to a surface temperature around 20,000K which may be compared with the Sun's 5500K. The nebula and its cluster is at a distance of about 4500 light years and shows many streaks and globules of dust, remnants of the cloud from which the stars formed.

AAO|uks006.jpg|3372|Although no bright naked-eye stars are associated with the Carina nebula now, 150 years ago there blazed forth here one of the most unusual and peculiar stars ever seen. The star is known as Eta Carinae and for a few months in 1843 it was the second or third brightest star in the sky. Since then it has faded and is today about 1000 times fainter than it was at its brightest, as the nebula it created during its outburst has cooled and become opaque. However, a gradual brightening over the last decade or so has again raised the star to naked-eye visibility, raising the interesting possibility of another spectacular outburst. The whole region around Eta Carinae is rich in hot stars of which Eta is an extreme example and it is their combined radiation that produces the spectacular Carina nebula that dominates this picture. The nebula and its peculiar star are about 7000 light years distant. 

AAO|uks006a.jpg|3372|Although no bright naked-eye stars are associated with the Carina nebula now, 150 years ago there blazed forth here one of the most unusual and peculiar stars ever seen. The star is known as Eta Carinae and for a few months in 1843 it was the second or third brightest star in the sky. Since then it has faded and is today about 1000 times fainter than it was at its brightest, as the nebula it created during its outburst has cooled and become opaque. However, a gradual brightening over the last decade or so has again raised the star to naked-eye visibility, raising the interesting possibility of another spectacular outburst. The whole region around Eta Carinae is rich in hot stars of which Eta is an extreme example and it is their combined radiation that produces the spectacular Carina nebula that dominates this picture. The nebula and its peculiar star are about 7000 light years distant. 

AAO|aat009.jpg|3372|The brightest part of the Milky Way, as seen by the unaided eye, lies in the southern constellation Carina. Here there are an unusually large number of young, hot stars and their radiation is rich in energetic ultraviolet light. Many of these stars were born within the spectacular Carinae nebula, seen here. The nebula is a cloud of glowing gas composed mostly of hydrogen, excited by ultrviolet light from the embedded stars. The distinctive red emission radiation of fluorescent hydrogen is responsible for the red colour. About a quarter of the nebula is made of helium gas, the second most abundant element in the universe after hydrogen, and all the other chemical elements account for only a few percent of the total mass. The brightest star in the nebula is known as eta Carinae, seen here a little to the east (left) of the keyhole shape in the middle of the image. This remarkable object is one of the most luminous and most massive stars known and is better seen in image AAT 32 (below). 

AAO|aat032.jpg|3372|This wonderfully complex region at the heart of the NGC 3372 nebula was first described in detail by Sir John Herschel in 1838. He saw the bright circular shell visible in the upper part of the picture extending to the south to form a keyhole-shaped nebula. This luminous outline is no longer seen and the southern extension appears only as a dark dust cloud. It seems that the curious, explosively variable star Eta Carinae has enveloped itself in a cocoon of obscuring matter in the years since Herschel's observations and light from the star is no longer able to illuminate the rim of the dust cloud. The nebula thrown off by eta Carinae in Herschel's time has grown to the tiny orange nebula seen to the left of the dust cloud and is known as the Homunculus nebula. It has also ejected some rapidly moving spikes seen on a black and white photograph made some years ago at the f/8 focus of the AAT. Structure in the Homunculus itself is well seen on the famous HST picture. The whole nebula complex is in Carina at a distance of about 7000 light years. 

AAO|aat038.jpg|3576,3603|These two star-formation regions appear side by side in Carina and seem to be linked as parts of an extensive nebula. However, the apparent intimacy is a line-of-sight effect because these two objects are at quite different distances from the Sun. The curious looped nebula NGC 3576 is about 7000 light years from us while its neighbour NGC 3603 is more than twice as far away. That NGC 3603 is the more distant is confirmed by its colour, which is a ruddier red than the pinkish hue of NGC 3576. The change in colour is due to absorption of the blue-light component of the nebulosity by dust particles in the much longer line of sight. This effect is known as interstellar reddening, though it would be better described as 'de-blueing'. It is also seen in the Horsehead nebula.

AAO|aat038a.jpg|3576,3603|These two star-formation regions appear side by side in Carina and seem to be linked as parts of an extensive nebula. However, the apparent intimacy is line-of-sight effect because these two objects are at quite different distances from the Sun. The curious looped nebula NGC 3576 is about 7000 light years from us while its neighbour NGC 3603 is more than twice as far away. That NGC 3603 is the more distant is confirmed by its colour, which is a ruddier red than the pinkish hue of NGC 3576. The change in colour is due to absorption of the blue-light component of the nebulosity by dust particles in the much longer line of sight. This effect is known as interstellar reddening, though it would be better described as 'de-blueing'. It is also seen in the Horsehead nebula. The wider field shows the calibration step wedges that are imprinted during the exposure of the plates that made the image to provide photometric and colour balance information. Some care has be taken with these images to show them in their true colours. 

AAO|aat039.jpg|3576|The stars that excite this unusual nebula in Carina are not visible on this photograph. They are hidden in the dusty cloud at the 'base' (south) of the huge loops of nebulosity. This is material that has been blown out by radiation pressure and stellar winds from the concealed stars. Silhouetted against the tenuous loops are dark clouds of dust with bright rims which indicate the direction of the stars which excite the nebula. This large complex of gas and dust is at about the same distance as the much brighter Eta Carinae nebula, about 7000 light years away. 

AAO|aat040.jpg|3603|Although stars are well known to form in clusters, most of the stars in the young groups we know of in our own galaxy are well separated in space. In NGC 3603 the stars are remarkably close together. Moreover, many of the stars in this compact constellation are Wolf-Rayet stars, extremely hot, massive objects, rarely found in such profusion in clusters. Exactly why some clusters form massive stars and others do not is a hot topic in astronomy, so this cluster and its environment has been extensively studied. This curious collection of young objects in Carina is, as far as we know, unique in our galaxy, though the enigmatic object at the centre of the Tarantula Nebula in the Large Magellanic Cloud is now known to be a similar compact cluster. The stars and their associated nebula are seen through considerable dust along the line of sight, and are dimmed and reddened by it.

AAO|uks010.jpg|6334,6357|Most photographs of regions of the nebulae around star-forming regions show that the red nebulosity is associated with one or more very hot, bright stars: these same stars are responsible for the ultra-violet radiation which ionises the hydrogen atoms. This absorbed energy is eventually liberated as a few distinct wavelenghts of (mostly) visible light, the strongest of which is in the red part of the spectrum. In addition to the deep red hue, other wavelengths contribute to the overall colour. Most prominent are lines in the blue part of the spectrum, so the normal colour of a star-forming region is therefore usually magenta, a bluish-red colour, the exact shade depending on the amount of blue light present. However, the star-forming nebulae NGC 6334 and 6357 pictured here are buried in the plane of our Galaxy in the direction of Scorpius, and are seen through thick dusty clouds. The dust both scatters and absorbs blue light along our line of sight, giving these nebulae a deep red hue. The effect of Galactic dust on the colour of emission nebulae is also seen in NGC 3576 and NGC 3603 in Carina. 

AAO|uks011.jpg|6334|The star-forming nebulae NGC 6334 and NGC 6357 (UKS 12) show no evidence of a blue component in their colour - indeed, the blue-light plate used in these 3-colour pictures had no nebulous image at all - nor is there any obvious sign of the bright blue stars normally found in these objects. They are excellent examples of the phenomenon known as 'interstellar reddening', the selective removal of blue light by minute particles of dust in the line of sight. This accounts for both the ruddy hue and apparent absence of blue stars. The hot stars are present but only some of the red part of their light is seen so they are not conspicuous. These nebulae are quite nearby (5500 light years) in the direction of Scorpius, but located close to the Galactic plane and buried in the dust of the Milky Way. Careful measurement of the colour of stars associated with the nebulae indicate that they are dimmed by a factor of about 10 in the green part of the spectrum, much more in the blue, but relatively little at red wavelengths. The scattering of bright stars seen here are in the foreground so are relatively unaffected by interstellar reddening. Some care has been taken to ensure that these images are as close to true-colour as possible. 

AAO|uks012.jpg|6357|The star-forming nebulae NGC 6334 (UKS 11) and NGC 6357 show no evidence of a blue component in their colour - indeed, the blue-light plate used in these 3-colour pictures had no nebulous image at all - nor is there any obvious sign of the bright blue stars normally found in these objects. They are excellent examples of the phenomenon known as 'interstellar reddening', the selective removal of blue light by minute particles of dust in the line of sight. This accounts for both the ruddy hue and apparent absence of blue stars. The hot stars are present but only some of the red part of their light is seen so they are not conspicuous. These nebulae are quite nearby (5500 light years) in the direction of Scorpius, but located close to the Galactic plane and buried in the dust of the Milky Way. Careful measurement of the colour of stars associated with the nebulae indicate that they are dimmed by a factor of about 10 in the green part of the spectrum, much more in the blue, but relatively little at red wavelengths. The scattering of bright stars seen here are in the foreground so are relatively unaffected by interstellar reddening. Some care has been taken to ensure that these images are as close to true-colour as possible. 

AAO|uks015.jpg|2070|In this picture we see the eastern end of the Large Magellanic Cloud in Dorado, where lies one of the most active star formation regions known. If this enormous complex of stars, gas and dust were at the distance of the Orion Nebula it would visible during the day and cover a quarter of the sky. While the Orion Nebula contains a mere handful of the hot blue stars which energise it, the Tarantula nebula has spawned many thousands in the region shown here, which surrounds a compact, brilliant cluster known as 30 Doradus. Like the Orion Nebula, the 30 Doradus region is a naked eye object for the keen sighted. It is however over one hundred times more distant! The Tarantula nebula is by far the biggest and most active star-forming region of the Large Magellanic Cloud and is much more massive than any of the many similar objects known in our own Galaxy.

AAO|uks015a.jpg|2070|In this picture we see the eastern end of the Large Magellanic Cloud, which is in the southern constellation of Doradus. Here lies one of the most active star formation regions known. If this enormous complex of stars, gas and dust were at the distance of the better-known Orion Nebula the brightest parts of it would visible during the day and would cover a quarter of the sky at night. While the Orion Nebula contains a mere handful of the hot blue stars which energise it, the Tarantula nebula has spawned many thousands in the bright central region, which surrounds a compact, brilliant cluster known as 30 Doradus. Like the Orion Nebula, the 30 Doradus region is a naked eye object for the keen sighted in the southern hemisphere. It is however over one hundred times more distant! Surrounding this nebula is a huge and much fainter series of interlocking bubbles and shells of gas and dust blown away from the center of activity by intense stellar winds and supernova explosions. 

AAO|aat044.jpg|2070|This object is the only extra-galactic nebula which can be seen with the unaided eye. It is a faint but distinct patch of light at the eastern end of the Large Magellanic Cloud, 170,000 light years distant in Dorado. A small telescope reveals narrow spindly tendrils of glowing gas which have been likened to the legs of a spider. The 'body' of the spider is the bright nebula seen at the centre of the photograph, while at its core is an extremely dense clump of very hot stars, until recently thought to a single, unusually massive star known as 30 Doradus. The very hot stars of 30 Dor are responsible for making the nebula visible.

AAO|aat048.jpg|2070|The brightest star in this picture is the first supernova to be visible to the unaided eye for almost 400 years. It occured in a region rich in young, blue stars and it was one of these which destroyed itself. When this picture was taken, about 2 weeks after the supernova was discovered, at the end of February, 1987, the expanding shell of material had already changed from blue to orange-red as it cooled. The location of the supernova in the Large Magellanic Cloud (LMC) means that it can only be seen from the southern hemisphere. This was very convenient in the early stages of the development of the supernova, since the LMC is always above the horizon of the AAT.

AAO|aat068.jpg|2070|The brightest cluster of stars in this picture was believed until recently to contain a single, uniquely massive object with the mass equivalent to 1000 suns, and was named as a star, 30 Doradus. Sophisticated image analysis techniques have been used to show that 30 Doradus is a very compact group of stars, many of which are massive, but not unimaginably so. The radiation from this star cluster is sufficient to excite a huge cloud of hydrogen gas in its vicinity so that it glows with its distinctive red colour. This picture is essentially a one minute exposure. A longer exposure would show that the curving tendrils of nebulosity are the brightest parts of the huge Tarantula nebula, one of the largest star-forming regions known anywhere. It is in the Large Magellanic Cloud, the nearest galaxy to the Milky Way, in the constellation of Dorado.

AAO|uks028.jpg|2014|The nearby Large Magellanic Cloud (LMC) is a very active star-forming galaxy. The most massive region of star formation is around 30 Doradus (the Tarantula nebula) which can be seen with the unaided eye, but hundreds of lesser examples are visible with a telescope. This picture shows one of the more intriguing, NGC 2014 (Henize 55). It contains cluster of hot, young stars, almost hidden in the brightest part of the nebula. The energetic ultraviolet light from these stars is absorbed by hydrogen and produces the distinctive red glow from an enormous distance around the cluster. As well as radiating strongly in ultraviolet light (a result of their high temperature) massive young stars also produce vigorous stellar winds. Eventually they will disperse the hydrogen around them, evacuating a bubble-like nebula. To the left of the main cluster a single star has begun this process, creating a strange hollow shape. This picture was made photographically from three glass plates taken with the UK Schmidt telescope. These plates cover the whole LMC and many images of individual objects can be made from them. In contrast, modern CCD detectors image only a small part of the sky, but when used on a big telescope like the AAT they show much more detail.

AAO|aat021.jpg|6164,6165|Superficially similar to a planetary nebula, (e.g. the Helix nebula or the 'spiral' planetary ) NGC 6164-5 is in reality a rather unusual object associated with a rather unusual star. The striking blue central star, known only as HD 148937, is the brightest member of a triple system of stars in orbit around each other. This extremely hot star is losing mass from its outer layers continuously, but occasionally more vigorous outbursts give rise to the symmetrical shells seen in this picture. The two catalogue numbers, NGC 6164 and 6165, refer to these shells as separate objects. The nebula is in the southern Milky Way, in Norma at a distance of about 4200 light years. 

AAO|aat027.jpg|6164,6165|Very hot, massive stars lose substantial amounts of matter from their surfaces during much of their brief lives. Mass-loss is usually a fairly steady process but some stars occasionally develop instabilities and have major outbursts. This star has thrown off at least two distinct lots of material during its lifetime, the brightest and most recent being the bright lobes of NGC 6164-5 at the centre of the picture (see image AAT 21 ) while a much fainter rim of nebulosity can be seen at a considerable distance from the central star, indicating an earlier episode of violent ejection. The nebula is in Norma, in the southern Milky Way at a distance of about 4200 light years.

