NGC Number,Other names, Object type,Constellation,Right ascension(J2000),Declination (J2000),Apparent magnitude

0312,,Elliptical galaxy,Phoenix,00h 56m 15.7s,-52° 46′ 59″,,
0313,,Triple star,Pisces,00h 58m,+30° 21′,,
0314,,Lenticular galaxy,Sculptor,00h 56m 52.4s,-31° 57′ 45″,14.5,
0315,,Elliptical galaxy,Pisces,00h 57m 48.9s,+30° 21′ 09″,12.5,
0316,,Star,Pisces,00h 58m,+30° 21′,,
0317,,Interacting galaxy,Andromeda,00h 57m 40.5s,+43° 47′ 31″,14.5,
0318,,Galaxy,Pisces,00h 58m 05.2s,+30° 25′ 32″,15.2,
0319,,Spiral galaxy,Phoenix,00h 56m 57.5s,-43° 50′ 22″,15,
0320,,Spiral galaxy,Cetus,00h 58m 46.3s,-20° 50′ 25″,15.0,
0321,,Galaxy,Cetus,00h 57m 39.2s,-05° 05′ 10″,16,
0322,,Lenticular galaxy,Phoenix,00h 57m 09.8s,-43° 43′ 38″,14.1,
0323,,Elliptical galaxy,Phoenix,00h 56m 41.4s,-52° 58′ 35″,,
0324,,Spiral galaxy,Phoenix,00h 57m 14.7s,-40° 57′ 29″,13.5,
0325,,Spiral galaxy,Cetus,00h 57m 47.8s,-05° 06′ 45″,15,
0326,,Elliptical galaxy,Pisces,00h 58m 22.7s,+26° 51′ 57″,14.9,
0327,,Spiral galaxy,Cetus,00h 57m 55.3s,-05° 07′ 50″,13,
0328,,Spiral galaxy,Phoenix,00h 56m 57.5s,-52° 55′ 27″,,
0329,,Spiral galaxy,Cetus,00h 58m 01.5s,-05° 04′ 17″,13,
0330,(Located in Small Magellanic Cloud),Globular cluster,Tucana,00h 56m 18.7s,-72° 27′ 50″,9.8,
0331,,Spiral galaxy,Cetus,00h 57m 03.8s,-02° 45′ 27″,15.2,
0332,,Galaxy,Pisces,00h 58m 49.2s,+07° 06′ 40″,14.9,
0333,,Interacting galaxy,Cetus,00h 58m 51.3s,-16° 28′ 08″,13.9,
0334,,Spiral galaxy,Sculptor,00h 58m 49.8s,-35° 06′ 54″,14,
0335,,Spiral galaxy,Cetus,00h 59m 19.8s,-18° 14′ 05″,15.8,
0336,,Interacting galaxy,Cetus,00h 58m 58.1s,-18° 44′ 37″,,
0337,,Spiral galaxy,Cetus,00h 59m 50.2s,-07° 34′ 33″,11,
0338,,Spiral galaxy,Pisces,01h 00m 36.6s,+30° 40′ 08″,14.0,
0339,(Located in Small Magellanic Cloud),Globular cluster,Tucana,00h 57m 48.9s,-74° 28′ 00″,12.0,
0340,,Spiral galaxy,Cetus,01h 00m 34.9s,-06° 52′ 00″,14,
0341,,Spiral galaxy,Cetus,01h 00m 45.7s,-09° 11′ 08″,15.5,
0342,,Galaxy,Cetus,01h 00m 49.9s,-06° 46′ 21″,14.5,
0343,,Interacting galaxy,Cetus,00h 58m 23.9s,-23° 13′ 31″,,
0344,,Galaxy,Cetus,01h 01m 35.5s,-23° 15′ 53″,,
0345,,Spiral galaxy,Cetus,01h 01m 22.1s,-06° 53′ 04″,13.5,
0346,(Located in Small Magellanic Cloud),Open cluster,Tucana,00h 59m 18s,-72° 11′,,
0347,,Galaxy,Cetus,01h 01m 35.2s,-06° 44′ 02″,15.5,
0348,,Spiral galaxy,Phoenix,01h 00m 51.9s,-53° 14′ 41″,,
0349,,Lenticular galaxy,Cetus,01h 01m 50.7s,-06° 48′ 00″,13.5,
0350,,Galaxy,Cetus,01h 01m 56.7s,-06° 47′ 45″,15,
0351,,Spiral galaxy,Cetus,01h 01m 57.9s,-01° 56′ 13″,14.3,
0352,,Spiral galaxy,Cetus,01h 02m 09.0s,-04° 14′ 44″,12.5,
0353,,Spiral galaxy,Cetus,01h 02m 24.7s,-01° 57′ 29″,14.7,
0354,,Spiral galaxy,Pisces,01h 03m 16.6s,+22° 20′ 33″,14.2,
0355,,Lenticular galaxy,Cetus,01h 03m 07.0s,-06° 19′ 26″,15,
0356,,Spiral galaxy,Cetus,01h 03m 07.1s,-06° 59′ 19″,13.5,
0357,,Spiral galaxy,Cetus,01h 03m 21.9s,-06° 20′ 22″,12,
0358,,Asterism,Cassiopeia,01h 05m,+62° 02′,,
0359,,Lenticular galaxy,Cetus,01h 04m 17.0s,-00° 45′ 54″,14.8,
0360,,Spiral galaxy,Tucana,01h 02m 51.4s,-65° 36′ 36″,,
0361,(Located in Small Magellanic Cloud),Open cluster,Tucana,01h 02m 12.8s,-71° 36′ 16″,12.4,
0362,,Globular cluster,Tucana,01h 03m 14.3s,-70° 50′ 54″,8.0,
0363,,Galaxy,Cetus,01h 06m 15.8s,-16° 32′ 34″,15,
0364,,Lenticular galaxy,Cetus,01h 04m 41.0s,-00° 48′ 11″,14.6,
0365,,Spiral galaxy,Sculptor,01h 04m 18.7s,-35° 07′ 13″,12.5,
0366,,Open cluster,Cassiopeia,01h 07m,+62° 14′,,
0367,,Galaxy,Cetus,01h 05m 48.9s,-12° 07′ 42″,15.3,
0368,,Lenticular galaxy,Phoenix,01h 04m 22.0s,-43° 16′ 37″,,
0369,,Spiral galaxy,Cetus,01h 05m 08.7s,-17° 45′ 33″,14.3,
0370,,Triple star,Pisces,01h 06m 44.6s,+32° 25′ 43″,,
0371,(Located in Small Magellanic Cloud),Open cluster,Tucana,01h 03m 25s,-72° 04′,,
0372,,Triple star,Pisces,01h 07m,+32° 26′,,
0373,,Elliptical galaxy,Pisces,01h 06m 58.2s,+32° 18′ 30″,,
0374,,Lenticular galaxy,Pisces,01h 07m 06.0s,+32° 47′ 42″,14.3,
0375,,Elliptical galaxy,Pisces,01h 07m 05.9s,+32° 20′ 53″,16.5,
0376,(Located in Small Magellanic Cloud),Open cluster,Tucana,01h 03m 53.4s,-72° 49′ 34″,11.2,
0377,,Spiral galaxy,Cetus,01h 06m 34.8s,-20° 19′ 57″,,
0378,,Spiral galaxy,Sculptor,01h 06m 12.1s,-30° 10′ 42″,,
0379,,Lenticular galaxy,Pisces,01h 07m 15.9s,+32° 31′ 14″,14.0,
0380,,Elliptical galaxy,Pisces,01h 07m 17.7s,+32° 28′ 59″,13.9,
0381,,Open cluster,Cassiopeia,01h 08m 19.9s,+61° 35′ 02″,9.3,
0382,,Elliptical galaxy,Pisces,01h 07m 24.1s,+32° 24′ 14″,14.2,
0383,,Lenticular galaxy,Pisces,01h 07m 25.0s,+32° 24′ 45″,13.6,
0384,,Elliptical galaxy,Pisces,01h 07m 25.1s,+32° 17′ 34″,14.3,
0385,,Lenticular galaxy,Pisces,01h 07m 27.4s,+32° 19′ 12″,14.3,
0386,,Elliptical galaxy,Pisces,01h 07m 31.4s,+32° 21′ 43″,15.4,
0387,,Galaxy,Pisces,01h 07m 33.0s,+32° 23′ 28″, 17.2,
0388,,Elliptical galaxy,Pisces,01h 07m 47.2s,+32° 18′ 36″,15.5,
0389,,Lenticular galaxy,Andromeda,01h 08m 30.1s,+39° 41′ 43″,15.0,
0390,,Star,Pisces,01h 08m 12.9s,+32° 27′ 12″,,
0391,,Lenticular galaxy,Cetus,01h 07m 22.7s,+00° 55′ 33″,14.6,
0392,,Lenticular galaxy,Pisces,01h 08m 23.6s,+33° 08′ 01″,13.9,
0393,,Lenticular galaxy,Andromeda,01h 08m 37.1s,+39° 38′ 38″,13.3,
0394,,Lenticular galaxy,Pisces,01h 08m 26.0s,+33° 08′ 52″,14.8,
0395,(Located in Small Magellanic Cloud),Open cluster,Tucana,01h 05m 08.0s,-71° 59′ 49″,,
0396,,Galaxy,Pisces,01h 08m 08.5s,+04° 31′ 51″,16.6,
0397,,Elliptical galaxy,Pisces,01h 08m 31.1s,+33° 06′ 33″,15.7,
0398,,Lenticular galaxy,Pisces,01h 08m 53.8s,+32° 30′ 52″,15.4,
0399,,Spiral galaxy,Pisces,01h 08m 59.3s,+32° 38′ 03″,14.5,
0400,,Star,Pisces,01h 09m,+32° 44′,,
0401,,Star,Pisces,01h 09m,+32° 46′,,
0402,,Star,Pisces,01h 09m,+32° 49′,,
0403,,Spiral galaxy,Pisces,01h 09m 14.4s,+32° 45′ 08″,13.3,
0404,,Lenticular galaxy,Andromeda,01h 09m 27.0s,+35° 43′ 05″,11.3,
0405,,Double star,Phoenix,01h 08m,-46° 40′,,
0406,,Spiral galaxy,Tucana,01h 07m 24.1s,-69° 52′ 35″,12.5,
0407,,Spiral galaxy,Pisces,01h 10m 36.7s,+33° 07′ 36″,14.3,
0408,,Star,Pisces,01h 11m,+33° 06′,,
0409,,Elliptical galaxy,Sculptor,01h 09m 33.2s,-35° 48′ 19″,12,
0410,,Elliptical galaxy,Pisces,01h 10m 59.1s,+33° 09′ 07″,12.6,
0411,(Located in Small Magellanic Cloud),Open cluster,Tucana,01h 07m 56.0s,-71° 46′ 05″,11.0,
0412,,Nonexistent object,Cetus,01h 10m 20.5s,-20° 00′ 57″,,
0413,,Spiral galaxy,Cetus,01h 12m 31.5s,-02° 47′ 37″,14,
0414,,Interacting galaxy,Pisces,01h 11m 17.7s,+33° 06′ 48″,14.5,
0415,,Spiral galaxy,Sculptor,01h 10m 05.6s,-35° 29′ 28″,13,
0416,(Located in Small Magellanic Cloud),Globular cluster,Tucana,01h 07m 59.0s,-72° 21′ 20″,11.4,
0417,,Lenticular galaxy,Cetus,01h 11m 05.6s,-18° 08′ 54″,15.2,
0418,,Spiral galaxy,Sculptor,01h 10m 35.7s,-30° 13′ 11″,12.9,
0419,(Located in Small Magellanic Cloud),Globular cluster,Tucana,01h 08m 19.5s,-72° 53′ 03″,10.6,
0420,,Lenticular galaxy,Pisces,01h 12m 09.8s,+32° 07′ 24″,13.4,
0421,,Nonexistent object,Pisces,01h 12m,+32° 09′,,
0422,(Located in Small Magellanic Cloud),Open cluster,Tucana,01h 09m 24.5s,-71° 45′ 59″,13.5,
0423,,Spiral galaxy,Sculptor,01h 11m 22.7s,-29° 14′ 07″,,
0424,,Spiral galaxy,Sculptor,01h 11m 27.5s,-38° 05′ 01″,12,
0425,,Spiral galaxy,Andromeda,01h 13m 02.9s,+38° 46′ 07″,13.5,
0426,,Elliptical galaxy,Cetus,01h 12m 48.7s,-00° 17′ 26″,14.4,
0427,,Spiral galaxy,Sculptor,01h 12m 19.2s,-32° 03′ 43″,14.9,
0428,,Irregular galaxy,Cetus,01h 12m 55.8s,+00° 58′ 52″,11.9,
0429,,Lenticular galaxy,Cetus,01h 12m 57.4s,-00° 20′ 42″,14.4,
0430,,Elliptical galaxy,Cetus,01h 13m 00.1s,-00° 15′ 09″,13.6,
0431,,Lenticular galaxy,Andromeda,01h 14m 04.7s,+33° 42′ 15″,14.0,
0432,,Lenticular galaxy,Tucana,01h 11m 46.2s,-61° 31′ 40″,,
0433,,Open cluster,Cassiopeia,01h 15m,+60° 08′,,
0434,,Spiral galaxy,Tucana,01h 12m 13.6s,-58° 14′ 47″,13.0,
0435,,Spiral galaxy,Cetus,01h 14m 00.0s,+02° 04′ 16″,15.0,
0436,,Open cluster,Cassiopeia,01h 16m,+58° 49′,8.0,
0437,,Spiral galaxy,Pisces,01h 14m 22.4s,+05° 55′ 38″,14.0,
0438,,Spiral galaxy,Sculptor,01h 13m 33.5s,-37° 54′ 08″,12,
0439,,Lenticular galaxy,Sculptor,01h 13m 47.3s,-31° 44′ 52″,13,
0440,,Spiral galaxy,Tucana,01h 12m 48.5s,-58° 16′ 58″,13.7,
0441,,Spiral galaxy,Sculptor,01h 13m 51.2s,-31° 47′ 20″,,
0442,,Spiral galaxy,Cetus,01h 14m 38.5s,-01° 01′ 14″,14.5,
0443,,Spiral galaxy,Pisces,01h 15m 07.6s,+33° 22′ 38″,14.4,
0444,,Spiral galaxy,Pisces,01h 15m 49.7s,+31° 04′ 50″,14.7,
0445,,Lenticular galaxy,Cetus,01h 14m 38.7s,+01° 49′ 45″,15.0,
0446,IC 89,Lenticular galaxy,Pisces,01h 16m 03.7s,+04° 17′ 38″,13.8,
0447,,Spiral galaxy,Pisces,01h 15m 37.7s,+33° 04′ 04″,14.0,
0448,,Lenticular galaxy,Cetus,01h 15m 16.7s,-01° 37′ 35″,13.2,
0449,,Spiral galaxy,Pisces,01h 16m 07.2s,+33° 05′ 22″,15.5,
0450,,Spiral galaxy,Cetus,01h 15m 32.8s,-00° 51′ 17″,13.0,
0451,,Spiral galaxy,Pisces,01h 16m 12.4s,+33° 03′ 51″,15.5,
0452,,Spiral galaxy,Pisces,01h 16m 15.0s,+31° 02′ 01″,14.0,
0453,,Triple star,Pisces,01h 16m,+33° 05′,,
0454,,Interacting galaxy,Phoenix,01h 14m 26.1s,-55° 23′ 40″,13.4,
0455,,Spiral galaxy,Pisces,01h 15m 57.7s,+05° 10′ 42″,13.9,
0456,(Located in Small Magellanic Cloud),Open cluster,Tucana,01h 14m,-73° 16′,14.2,
0457,,Open cluster,Cassiopeia,01h 19m 40s,+58° 17′,7.0,
0458,(Located in Small Magellanic Cloud),Open cluster,Tucana,01h 14m 53.4s,-71° 32′ 59″,11.9,
0459,,Spiral galaxy,Pisces,01h 18m 08.3s,+17° 33′ 44″,15.7,
0460,(Located in Small Magellanic Cloud),Open cluster,Tucana,01h 14m 41.5s,-73° 17′ 51″,,
0461,,Spiral galaxy,Sculptor,01h 17m 20.5s,-33° 50′ 25″,13,
0462,,Galaxy,Pisces,01h 18m 11.0s,+04° 13′ 34″,,
0463,,Lenticular galaxy,Pisces,01h 18m 58.3s,+16° 19′ 32″,15.2,
0464,,Double star,Andromeda,01h 19m 06.4s,+34° 56′ 48″,,
0465,(Located in Small Magellanic Cloud),Open cluster,Tucana,01h 16m,-73° 19′,,
0466,,Lenticular galaxy,Tucana,01h 17m 13.4s,-58° 54′ 35″,,
0467,,Lenticular galaxy,Pisces,01h 19m 10.2s,+03° 18′ 02″,13.3,
0468,,Galaxy,Pisces,01h 19m 48.5s,+32° 46′ 02″,15.1,
0469,,Galaxy,Pisces,01h 19m 33.0s,+14° 52′ 17″,15.0,
0470,,Spiral galaxy,Pisces,01h 19m 45.0s,+03° 24′ 35″,12.4,
0471,,Lenticular galaxy,Pisces,01h 19m 59.5s,+14° 47′ 12″,14.0,
0472,,Galaxy,Pisces,01h 20m 28.8s,+32° 42′ 32″,14.2,
0473,,Spiral galaxy,Pisces,01h 19m 55.1s,+16° 32′ 40″,13.4,
0474,,Lenticular galaxy,Pisces,01h 20m 06.8s,+03° 24′ 56″,12.9,
0475,,Galaxy,Pisces,01h 20m 02.0s,+14° 51′ 40″,17.4,
0476,,Galaxy,Pisces,01h 20m 19.8s,+16° 01′ 12″,15.2,
0477,,Spiral galaxy,Andromeda,01h 21m 20.3s,+40° 29′ 19″,14.0,
0478,,Spiral galaxy,Cetus,01h 20m 09.3s,-22° 22′ 39″,14.8,
0479,,Spiral galaxy,Pisces,01h 21m 15.9s,+03° 51′ 44″,15.1,
0480,,Galaxy,Cetus,01h 20m 34.3s,-09° 52′ 49″,16.3,
0481,,Lenticular galaxy,Cetus,01h 21m 12.4s,-09° 12′ 40″,14,
0482,,Spiral galaxy,Phoenix,01h 20m 20.4s,-40° 57′ 60″,14.5,
0483,,Spiral galaxy,Pisces,01h 21m 56.4s,+33° 31′ 16″,14.0,
0484,,Elliptical galaxy,Tucana,01h 19m 34.9s,-58° 31′ 29″,13.0,
0485,,Spiral galaxy,Pisces,01h 21m 27.7s,+07° 01′ 04″,14.2,
0486,,Galaxy,Pisces,01h 22m 10.6s,+05° 24′ 40″,,
0487,,Spiral galaxy,Cetus,01h 21m 55.1s,-16° 22′ 13″,14.0,
0488,,Spiral galaxy,Pisces,01h 21m 47.0s,+05° 15′ 18″,11.4,
0489,,Lenticular galaxy,Pisces,01h 21m 54.0s,+09° 12′ 24″,13.4,
0490,,Spiral galaxy,Pisces,01h 22m 02.9s,+05° 22′ 02″,15.6,
0491,,Spiral galaxy,Sculptor,01h 21m 20.3s,-34° 03′ 48″,13.2,
0492,,Galaxy,Pisces,01h 22m 13.6s,+05° 25′ 01″,15.5,
0493,,Spiral galaxy,Cetus,01h 22m 09.5s,+00° 56′ 48″,13.0,
0494,,Spiral galaxy,Pisces,01h 22m 55.4s,+33° 10′ 26″,13.8,
0495,,Spiral galaxy,Pisces,01h 22m 56.1s,+33° 28′ 17″,14.0,
0496,,Spiral galaxy,Pisces,01h 23m 11.5s,+33° 31′ 39″,14.3,
0497,,Spiral galaxy,Cetus,01h 22m 23.9s,-00° 52′ 32″,14.1,
0498,,Lenticular galaxy,Pisces,01h 23m 11.3s,+33° 29′ 22″,16,
0499,,Lenticular galaxy,Pisces,01h 23m 11.5s,+33° 27′ 37″,13.3,
0500,,Galaxy,Pisces,01h 22m 39.4s,+05° 23′ 14″,15.2,
0501,,Elliptical galaxy,Pisces,01h 23m 22.4s,+33° 25′ 59″,15.2,
0502,,Lenticular galaxy,Pisces,01h 22m 55.7s,+09° 02′ 57″,13.8,
0503,,Elliptical galaxy,Pisces,01h 23m 28.4s,+33° 19′ 54″,15.1,
0504,,Lenticular galaxy,Pisces,01h 23m 28.0s,+33° 12′ 16″,14.0,
0505,,Lenticular galaxy,Pisces,01h 22m 57.2s,+09° 28′ 08″,15.1,
0506,,Star,Pisces,01h 24m,+33° 14′,,
0507,,Lenticular galaxy,Pisces,01h 23m 40.0s,+33° 15′ 22″,13.0,
0508,,Elliptical galaxy,Pisces,01h 23m 40.6s,+33° 16′ 50″,14.5,
0509,,Lenticular galaxy,Pisces,01h 23m 24.2s,+09° 26′ 01″,14.7,
0510,,Double star,Pisces,01h 24m,+33° 26′,,
0511,,Elliptical galaxy,Pisces,01h 23m 30.8s,+11° 17′ 27″,15.4,
0512,,Spiral galaxy,Andromeda,01h 23m 59.9s,+33° 54′ 29″,14.0,
0513,,Spiral galaxy,Andromeda,01h 24m 26.9s,+33° 47′ 57″,13.4,
0514,,Spiral galaxy,Pisces,01h 24m 04.0s,+12° 55′ 02″,12.8,
0515,,Lenticular galaxy,Pisces,01h 24m 38.6s,+33° 28′ 22″,14.3,
0516,,Lenticular galaxy,Pisces,01h 24m 08.1s,+09° 33′ 06″,14.3,
0517,,Lenticular galaxy,Pisces,01h 24m 43.9s,+33° 25′ 47″,13.6,
0518,,Spiral galaxy,Pisces,01h 24m 17.8s,+09° 19′ 51″,14.4,
0519,,Elliptical galaxy,Cetus,01h 24m 28.7s,-01° 38′ 31″,15.3,
0520,,Interacting galaxy,Pisces,01h 24m 35.4s,+03° 47′ 25″,12.4,
0521,,Spiral galaxy,Cetus,01h 24m 33.8s,+01° 43′ 53″,12.9,
0522,,Spiral galaxy,Pisces,01h 24m 45.9s,+09° 59′ 41″,14.2,
0523,,Irregular galaxy,Andromeda,01h 25m 20.9s,+34° 01′ 29″,13.5,
0524,,Lenticular galaxy,Pisces,01h 24m 47.7s,+09° 32′ 20″,11.5,
0525,,Lenticular galaxy,Pisces,01h 24m 53.0s,+09° 42′ 11″,14.5,
0526,,Interacting galaxy,Sculptor,01h 23m 54.2s,-35° 03′ 55″,14.5,
0527,,Spiral galaxy,Sculptor,01h 23m 58.2s,-35° 06′ 51″,13,
0528,,Lenticular galaxy,Andromeda,01h 25m 33.6s,+33° 40′ 16″,13.7,
0529,,Elliptical galaxy,Andromeda,01h 25m 40.4s,+34° 42′ 46″,13.1,
0530,,Lenticular galaxy,Cetus,01h 24m 41.8s,-01° 35′ 16″,14.0,
0531,,Spiral galaxy,Andromeda,01h 26m 19.1s,+34° 45′ 14″,14.9,
0532,,Spiral galaxy,Pisces,01h 25m 17.3s,+09° 15′ 51″,13.5,
0533,,Elliptical galaxy,Cetus,01h 25m 31.5s,+01° 45′ 32″,13.1,
0534,,Lenticular galaxy,Sculptor,01h 24m 44.7s,-38° 07′ 45″,14,
0535,,Lenticular galaxy,Cetus,01h 25m 31.2s,-01° 24′ 32″,14.9,
0536,,Spiral galaxy,Andromeda,01h 26m 21.9s,+34° 42′ 11″,13.2,
0537,(Duplicate of NGC 523),Irregular galaxy,Andromeda,01h 25m 20.9s,+34° 01′ 29″,13.5,
0538,,Spiral galaxy,Cetus,01h 25m 26.2s,-01° 33′ 04″,14.7,
0539,,Spiral galaxy,Cetus,01h 25m 21.7s,-18° 09′ 50″,13.9,
0540,,Lenticular galaxy,Cetus,01h 27m 08.9s,-20° 02′ 12″,,
0541,,Lenticular galaxy,Cetus,01h 25m 44.3s,-01° 22′ 47″,14.6,
0542,,Spiral galaxy,Andromeda,01h 26m 30.9s,+34° 40′ 32″,15.4,
0543,,Lenticular galaxy,Cetus,01h 25m 50.0s,-01° 17′ 34″,15.0,
0544,,Lenticular galaxy,Sculptor,01h 25m 12.0s,-38° 05′ 38″,15.1,
0545,,Lenticular galaxy,Cetus,01h 25m 59.2s,-01° 20′ 25″,14.4,
0546,,Spiral galaxy,Sculptor,01h 25m 12.8s,-38° 04′ 11″,14.8,
0547,,Elliptical galaxy,Cetus,01h 26m 00.8s,-01° 20′ 43″,14.4,
0548,,Elliptical galaxy,Cetus,01h 26m 02.6s,-01° 13′ 33″,15.1,
0549,,Spiral galaxy,Sculptor,01h 25m 28.3s,-38° 16′ 03″,13,
0550,,Spiral galaxy,Cetus,01h 26m 42.6s,+02° 01′ 20″,13.6,
0551,,Spiral galaxy,Andromeda,01h 27m 40.8s,+37° 10′ 58″,13.5,
0552,,Unknown,Pisces,01h 28m,+33° 28′,,
0553,,Lenticular galaxy,Pisces,01h 26m 12.6s,+33° 24′ 18″,,
0554,,Interacting galaxy,Cetus,01h 27m 09.6s,-22° 43′ 31″,,
0555,,Spiral galaxy,Cetus,01h 27m 11.8s,-22° 45′ 44″,,
0556,,Lenticular galaxy,Cetus,01h 27m 12.6s,-22° 41′ 52″,,
0557,,Lenticular galaxy,Cetus,01h 26m 25.2s,-01° 38′ 21″,14.2,
0558,,Elliptical galaxy,Cetus,01h 27m 16.2s,-01° 58′ 15″,15.0,
0559,,Open cluster,Cassiopeia,01h 29m 21.6s,+63° 16′ 48″,9.9,
0560,,lenticular galaxy,Cetus,01h 27m 25.4s,-01° 54′ 49″,14.0,
0561,,Spiral galaxy,Andromeda,01h 28m 18.9s,+34° 18′ 30″,14.1,
0562,,Spiral galaxy,Andromeda,01h 28m 29.4s,+48° 23′ 13″,14.5,
0563,,Spiral galaxy,Cetus,01h 27m 10.1s,-18° 39′ 12″,14.2,
0564,,Elliptical galaxy,Cetus,01h 27m 48.3s,-01° 52′ 48″,13.8,
0565,,Spiral galaxy,Cetus,01h 28m 10.2s,-01° 18′ 22″,14.5,
0566,,Lenticular galaxy,Pisces,01h 29m 03.1s,+32° 19′ 56″,14.6,
0567,,Galaxy,Cetus,01h 27m 02.4s,-10° 15′ 55″,14,
0568,,Lenticular galaxy,Sculptor,01h 27m 56.8s,-35° 42′ 60″,12.5,
0569,,Spiral galaxy,Pisces,01h 29m 07.3s,+11° 07′ 51″,14.7,
0570,,Spiral galaxy,Cetus,01h 28m 58.7s,-00° 56′ 57″,14.2,
0571,,Spiral galaxy,Pisces,01h 29m 56.2s,+32° 30′ 03″,15.0,
0572,,Lenticular galaxy,Sculptor,01h 28m 36.5s,-39° 18′ 27″,15.5,
0573,,Spiral galaxy,Andromeda,01h 30m 49.4s,+41° 15′ 26″,13.5,
0574,,Spiral galaxy,Sculptor,01h 29m 03.0s,-35° 35′ 56″,14,
0575,,Spiral galaxy,Pisces,01h 30m 46.7s,+21° 26′ 25″,13.8,
0576,,Spiral galaxy,Phoenix,01h 28m 57.4s,-51° 35′ 56″,,
0577,,Spiral galaxy,Cetus,01h 30m 40.8s,-01° 59′ 41″,14.3,
0578,,Spiral galaxy,Cetus,01h 30m 28.7s,-22° 40′ 01″,11.5,
0579,,Spiral galaxy,Triangulum,01h 31m 46.7s,+33° 36′ 56″,13.6,
0580,,Spiral galaxy,Cetus,01h 30m 40.8s,-01° 59′ 41″,14.3,
0581,Messier 103,Open cluster,Cassiopeia,01h 33m,+60° 39′,7.7,
0582,,Spiral galaxy,Triangulum,01h 31m 58.1s,+33° 28′ 34″,13.7,
0583,,Lenticular galaxy,Cetus,01h 29m 44.2s,-18° 20′ 22″,15.0,
0584,,Elliptical galaxy,Cetus,01h 31m 20.7s,-06° 52′ 06″,12,
0585,,Spiral galaxy,Cetus,01h 31m 42.1s,-00° 55′ 59″,14.4,
0586,,Spiral galaxy,Cetus,01h 31m 36.9s,-06° 53′ 38″,14,
0587,,Spiral galaxy,Triangulum,01h 32m 33.5s,+35° 21′ 30″,13.7,
0588,(Located in the Triangulum Galaxy),Diffuse nebula,Triangulum,01h 32m 45.2s,+30° 38′ 54″,11.5,
0589,,Spiral galaxy,Cetus,01h 32m 39.9s,-12° 02′ 34″,15.0,
0590,,Spiral galaxy,Andromeda,01h 33m 41.1s,+44° 55′ 44″,14.2,
0591,,Lenticular galaxy,Andromeda,01h 33m 31.3s,+35° 40′ 05″,14.5,
0592,(Located in Triangulum Galaxy),Diffuse nebula,Triangulum,01h 33m 00.1s,+30° 34′ 37″,13.0,
0593,,Lenticular galaxy,Cetus,01h 32m 20.8s,-12° 21′ 17″,14,
0594,,Spiral galaxy,Cetus,01h 32m 56.8s,-16° 32′ 10″,13.9,
0595,(Located in Triangulum Galaxy),Diffuse nebula,Triangulum,01h 33m 35.5s,+30° 41′ 52″,13.1,
0596,,Elliptical galaxy,Cetus,01h 32m 52.1s,-07° 01′ 55″,11.5,
0597,,Spiral galaxy,Sculptor,01h 32m 14.8s,-33° 29′ 51″,14.5,
0598,Messier 33/Triangulum Galaxy,Spiral galaxy,Triangulum,01h 33m 51.0s,+30° 39′ 37″,6.3,
0599,,Lenticular galaxy,Cetus,01h 32m 53.8s,-12° 11′ 29″, 13.7,
0600,,Spiral galaxy,Cetus,01h 33m 05.4s,-07° 18′ 41″,12.5,
0601,,Galaxy,Cetus,01h 32m 53.8s,-12° 11′ 29″,13,
0602,(Located in Small Magellanic Cloud),Open cluster,Hydrus,01h 30m,-73° 34′,,
0603,,Triple star,Triangulum,01h 34m 44s,+30° 14′,14,
0604,(Located in Triangulum Galaxy),Diffuse nebula,Triangulum,01h 34m 33.2s,+30° 47′ 06″,11.5,
0605,,Lenticular galaxy,Andromeda,01h 35m 02.5s,+41° 14′ 53″,14.3,
0606,,Spiral galaxy,Pisces,01h 34m 50.2s,+21° 25′ 05″,14.5,
0607,,Triple star,Cetus,01h 34m,-07° 25′,,
0608,,Spiral galaxy,Triangulum,01h 35m 28.3s,+33° 39′ 23″,14.0,
0609,,Open cluster,Cassiopeia,01h 36m 24.9s,+64° 32′ 12″,12.3,
0610,,Nonexistent object,Cetus,01h 34m,-20° 09′,,
0611,,Nonexistent object,Cetus,01h 34m,-20° 08′,,
0612,,Lenticular galaxy,Sculptor,01h 33m 57.7s,-36° 29′ 35″,14.2,
0613,,Spiral galaxy,Sculptor,01h 34m 18.2s,-29° 25′ 06″,10.8,
0614,,Lenticular galaxy,Triangulum,01h 35m 52.3s,+33° 40′ 54″,13.9,
0615,,Spiral galaxy,Cetus,01h 35m 05.7s,-07° 20′ 27″,12,
0616,,Double star,Triangulum,01h 36m,+33° 46′,,
0617,,Galaxy,Cetus,01h 34m 02.7s,-09° 46′ 28″,15.2,
0618,(Possible duplicate of NGC 614),Lenticular galaxy,Triangulum,01h 35m 52.3s,+33° 40′ 54″,13.9,
0619,,Spiral galaxy,Sculptor,01h 34m 51.7s,-36° 29′ 21″,14,
0620,,Irregular galaxy,Andromeda,01h 37m 00.0s,+42° 19′ 20″,13.9,
0621,,Lenticular galaxy,Triangulum,01h 36m 49.2s,+35° 30′ 43″,14.2,
0622,,Spiral galaxy,Cetus,01h 36m 00.1s,+00° 39′ 49″,14.1,
0623,,Elliptical galaxy,Sculptor,01h 35m 06.3s,-36° 29′ 23″,13.5,
0624,,Spiral galaxy,Cetus,01h 35m 51.0s,-10° 00′ 10″,14,
